id,Latitude,Longitude,ToNde,Velocity,Capacity,Distance
27176695,52.580886475644256,13.291199797356642,27176914+30774329+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,499.1347004117381+1135.455380496838+,
27176888,52.578876949277586,13.299684276997263,27176890+27176908+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+112.44134772931514+,
27176890,52.578924143438954,13.299758969138216,27176893+29551951+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+210.7557631989377+,
27176892,52.57896364046128,13.299524397069453,26983755+27176888+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,154.12080777907934+30.0+,
27176893,52.57900663495564,13.299621486536092,27176892+27176914+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+128.91856543415236+,
27176900,52.580617531407015,13.302834141238517,29551951+29710850+354685073+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+1000.0+,70.42923959904896+1017.3528347126398+1182.860660726285+,
27176908,52.578242013238544,13.300950418934086,27176890+27177333+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,110.94610307585027+912.3565870826114+,
27176914,52.579714464144146,13.29813367161474,27176695+27176892+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,499.1347004117381+126.37156654140605+,
27177333,52.57657801796118,13.314071566047273,27176908+27177334+84915408+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+2000.0+,912.3565870826114+66.86905902450144+30.0+,
27177334,52.576450426268146,13.315035351892757,27177333+27177351+29691342+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+1000.0+,66.86905902450144+140.35106021139703+1015.9325861016708+,
27177350,52.577762375534085,13.315310342619268,27177333+27177351+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,156.59965078888834+30.0+,
27177351,52.57767868378943,13.315504918571428,27177350+602906773+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+37.296218229702696+,
27177925,52.550485539459096,13.35182313229509,21534656+27177927+409801911+,8.333333333333334+8.333333333333334+8.333333333333334+,4000.0+4000.0+4000.0+,30.0+34.687337160655936+49.86772304792908+,
27177927,52.550269061696405,13.352190985865265,27177925+311181581+,8.333333333333334+8.333333333333334+,4000.0+1000.0+,34.687337160655936+166.09693560467062+,
27177929,52.55408457345416,13.345131571125886,21441721+21537087+29058605+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+2000.0+,594.6076001817343+30.0+186.5839683344794+,
27177983,52.54958445274028,13.350108415910926,16541595+27197252+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,340.7417072464576+34.859297112150465+,
27177984,52.556611413249165,13.340944300806502,28346801+602926407+,3.0+8.333333333333334+,600.0+2000.0+,810.9212195780514+319.0558812059425+,
271789311,52.529437688521384,13.437114470692336,29266372+313557767+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,400.90064698157113+425.96538337443116+,
27186874,52.48169607677972,13.348146479412376,267368309+27186876+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,334.6086494611368+30.0+,
27186876,52.48162968345011,13.348283262413553,27186878+27186894+,8.333333333333334+8.333333333333334+,4000.0+1000.0+,30.0+493.1745480857363+,
27186878,52.48172127225717,13.348406649672324,27186880+542002954+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+118.97987870391927+,
27186880,52.481777466767795,13.348266366902461,26867958+27186874+,8.333333333333334+8.333333333333334+,1000.0+4000.0+,138.0492375942777+30.0+,
27186894,52.478839464873246,13.353862367692484,27186896+504920179+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+79.13226864661395+,
27186896,52.47892035458066,13.354035249028048,27186878+27186894+27186906+,8.333333333333334+8.333333333333334+3.0+,1000.0+2000.0+600.0+,495.89534025152466+30.0+221.10880367371632+,
27186898,52.478073143270315,13.355222096910648,26908766+504920180+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+46.039405531110674+,
27186900,52.47769648272758,13.355745629760918,27186898+27186906+,8.333333333333334+3.0+,2000.0+600.0+,54.97900890388185+105.93640572793613+,
27186906,52.47817892011659,13.356969096133835,27186896+27326034+,3.0+3.0+,600.0+600.0+,221.10880367371632+249.12655241391343+,
271869476,52.329530989233845,13.408476508139904,29553840+91409868+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+2830.54701643736+,
271871306,52.31703217093611,13.446466904177585,60599338+66617297+734142914+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+1000.0+,30.0+453.06415527762215+162.4647308434421+,
271920361,52.477981179808616,13.319831999086377,263130724+,16.666666666666668+,10075.0+,48.76560882455825+,
271920362,52.478045172407,13.319852497808332,267290050+,10.0+,6000.0+,59.67528738443969+,
271949121,52.44077162747515,13.58667133259002,31491908+86032938+95949260+,8.333333333333334+3.0+3.0+,2000.0+600.0+1200.0+,354.3769742835926+454.88480899984125+30.0+,
27195160,52.52864964784286,13.457754961241825,243993451+27195163+29794320+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+1000.0+,314.68919877216695+30.164851781725748+193.04840835037083+,
27195163,52.52889822072354,13.457577786019733,27195160+29421277+658953128+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,30.164851781725748+1052.003587102385+196.33085260314417+,
27195297,52.53710953901227,13.449488164367846,29269483+29421277+626616692+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+4000.0+1000.0+,833.5617762403253+30.0+289.0052826058211+,
27195356,52.53345938879326,13.443912049825926,29784556+309344788+330433642+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+1000.0+,833.12741755301+30.0+170.52186267780888+,
271960643,52.41747125049173,12.731787135658584,262210756+,3.0+,600.0+,5415.087242895346+,
27197159,52.56232795576324,13.326610763745567,27197164+530177+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,271.8252856554045+30.0+,
27197164,52.5623277306405,13.33053930752009,27197168+30830935+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,243.43424059884393+30.0+,
27197168,52.56086188005915,13.333202872947632,29686217+30301214+,8.333333333333334+8.333333333333334+,1000.0+4000.0+,1124.7451865330165+30.0+,
27197225,52.54619387911827,13.343639908666058,27197226+30301195+,8.333333333333334+8.333333333333334+,6000.0+2000.0+,37.09762850735069+454.4596227707152+,
27197226,52.54593800593918,13.343990363580224,16541594+27197236+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+188.57773659077353+,
27197236,52.54463944201374,13.345775933961772,27197260+27197710+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+378.8732179066631+,
27197252,52.54935117704452,13.350451272095166,26726188+27177983+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,143.6686363422767+34.859297112150465+,
27197260,52.544736029818516,13.345967813344801,16541594+27197236+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,190.47330935766672+30.0+,
27197710,52.54200411874857,13.349310078395593,26704017+28248879+,8.333333333333334+8.333333333333334+,4000.0+1000.0+,30.0+448.4015765278862+,
27197711,52.542101006476294,13.349508756994386,27197260+27197710+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,379.11353300547614+30.0+,
27198560,52.54163694710497,13.335747346589297,26756751+,8.333333333333334+,4000.0+,30.0+,
27198562,52.54187142241407,13.335444085827861,16541589+27198560+,8.333333333333334+8.333333333333334+,3000.0+2000.0+,133.1254181567857+33.231713632242666+,
27198577,52.54846316824022,13.336310698624583,26756768+564716396+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+249.38267033094246+,
271991796,52.52744396564524,13.195145518525297,205341546+271991802+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,31.757448261804125+30.0+,
271991802,52.52751625944085,13.194836955590905,194539415+,8.333333333333334+,2000.0+,179.7385448458065+,
27199799,52.57441323843262,13.380657494078626,21540762+29189262+30429516+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+1000.0+,60.06845464787545+1114.8002289446226+716.559042798081+,
27199823,52.56431280614143,13.393129972367417,27199825+27199839+,8.333333333333334+8.333333333333334+,4000.0+1000.0+,196.47583104390964+247.40638644739934+,
27199825,52.56315615139804,13.390941406776125,27199823+277865232+,8.333333333333334+8.333333333333334+,4000.0+1000.0+,196.47583104390964+561.0583934303273+,
27199839,52.56580471956161,13.395831084148693,27199823+29421723+30429541+,8.333333333333334+3.0+8.333333333333334+,1000.0+600.0+1000.0+,247.40638644739934+724.8774006783472+524.2264350095052+,
27200060,52.554928177638885,13.392228816541358,-162+223826405+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,104.2091375763071+30.0+,
27200063,52.554772884332905,13.39395171380913,614580899+,8.333333333333334+,2000.0+,210.9526315516335+,
27200067,52.555021372722294,13.391336621744026,27200060+27200071+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,61.49165146549886+33.24920573711958+,
27200071,52.55531913865321,13.391376322225218,27200067+28300996+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,33.24920573711958+481.1322772425534+,
272017553,52.45199019649828,13.419873957141132,272017563+,8.333333333333334+,2083.6+,58.75917627619256+,
272017563,52.452061882942004,13.420729559172404,272017573+631795930+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+55.58224710332425+,
272017573,52.45219636775499,13.420714463200394,272017563+34966973+,8.333333333333334+8.333333333333334+,2000.0+2519.0+,30.0+67.3847104509282+,
272069815,52.893260700202774,13.776153884508359,312594808+,3.0+,600.0+,2004.8972721964114+,
27212029,52.4608658429082,13.348239712263759,27212055+27433691+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+210.06571574327967+,
27212055,52.46087664012888,13.348483084235554,26908567+27212029+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,452.1249712835584+30.0+,
27212626,52.46960609839467,13.372007705945004,26554183+26554190+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,230.80169668671275+30.0+,
27216277,52.51472502917379,13.285005671452826,26785781+484105+,10.0+16.666666666666668+,3000.0+4209.5+,222.96610858852975+176.27717304269663+,
27216283,52.51129171695753,13.285347772443211,267209961+,16.666666666666668+,8638.42857142857+,30.0+,
27216285,52.511939242733604,13.285452271506244,27216283+,16.666666666666668+,8565.285714285714+,72.41026132229955+,
27216905,52.69985890799535,13.010753603877012,55317217+,16.666666666666668+,4000.0+,512.7899525893994+,
27216940,52.64936261907346,12.998495819208822,270626056+27216944+27219554+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,6186.191737545974+401.213926957029+3995.8217801009614+,
27216944,52.64796144172119,13.0039547594573,27086219+27216940+33401394+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,9452.818149261193+401.213926957029+2563.837927611464+,
27219535,52.6227987527087,12.98065061439264,27219562+,16.666666666666668+,4000.0+,393.3481879714008+,
27219550,52.616494397219085,12.976307905273734,267567202+27219535+,10.0+16.666666666666668+,3000.0+4000.0+,502.17599186687494+760.8172864877733+,
27219554,52.61798636770498,12.97034592474083,267567848+27216940+33059925+33634998+,8.333333333333334+8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+1000.0+,301.3912640860399+3995.8217801009614+3094.9209613612434+4867.002490767934+,
27219560,52.61971961701277,12.978427817135238,267567679+27219561+,10.0+16.666666666666668+,3000.0+4000.0+,465.3407954984691+646.5094133840347+,
27219561,52.61438414778995,12.974651559642831,24557245+,16.666666666666668+,4000.0+,249.25661582600478+,
27219562,52.62611726273536,12.982650241872381,27216905+,16.666666666666668+,4000.0+,8517.905600988823+,
27220382,52.55126528536319,12.963819180907121,27241386+27242777+,10.0+16.666666666666668+,3000.0+4000.0+,460.3803078646019+1258.4703179438911+,
27220403,52.5497649590198,12.9633238114048,267579483+,16.666666666666668+,4000.0+,105.77504106110645+,
272381677,52.52094973871767,13.189687538243092,26759911+28472313+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,80.52866153621314+30.0+,
27239355,52.520003723712435,13.162437982887441,27323529+838052144+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,2812.4500290007554+30.0+,
27239441,52.5303317899118,13.110631174758876,27323566+534130839+534130851+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+2000.0+,30.0+42.50519515446547+42.05518625816175+,
27239443,52.528910321647416,13.11515412494267,534145295+,8.333333333333334+,2000.0+,481.7964616972863+,
27239446,52.52762939822228,13.110415952017785,27245195+27323541+534130816+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+2000.0+,3818.7229528545604+56.69249945955957+38.52341302264553+,
27239448,52.52918462412043,13.110032523956637,27323566+27324529+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,322.14458996609187+310.8512406328103+,
27239613,52.53420908497218,12.999376449950518,27239618+,3.0+,1200.0+,65.70657464042941+,
27239618,52.53477601879582,12.999646928717686,27239613+27239619+,3.0+3.0+,1200.0+1200.0+,65.70657464042941+30.0+,
27239619,52.53487470726019,12.999696424741694,27239618+27239641+33023636+,3.0+8.333333333333334+3.0+,1200.0+1000.0+600.0+,30.0+267.76755939988163+681.9191446993578+,
27239623,52.533780931089495,12.999752398682139,27239637+,8.333333333333334+,2000.0+,162.46366499241654+,
27239637,52.53330167047028,13.002013727803094,33546286+,8.333333333333334+,2000.0+,2687.0333624401346+,
27239638,52.53415479784479,12.998368165937917,27239618+27239641+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,194.7188203868669+170.32845683276642+,
27239641,52.53466115610792,12.995999549753144,28317573+,8.333333333333334+,2000.0+,1058.0544620641501+,
27239668,52.537521860731864,12.976569454880046,27239677+28317571+703118968+,3.0+8.333333333333334+3.0+,1200.0+1000.0+600.0+,30.0+337.38556667123646+2215.7047082865097+,
27239677,52.53760545148027,12.976533460555027,27239668+27292145+,3.0+3.0+,1200.0+600.0+,30.0+179.3953801807735+,
27239799,52.539853493782516,12.976898658523968,27292145+280336201+,3.0+8.333333333333334+,1200.0+2000.0+,76.15778294964012+30.0+,
27239809,52.539898788376625,12.97693805476649,27239799+,3.0+,1200.0+,30.0+,
272400173,52.42774349330129,13.752242122884825,21509166+,8.333333333333334+,1000.0+,203.02733185006292+,
272400174,52.42724355426352,13.751561093727585,34031581+,8.333333333333334+,2000.0+,60.9904216849026+,
27240227,52.47712054794045,12.95746098728919,27240247+,16.666666666666668+,4000.0+,254.98057431503997+,
27240247,52.478871632876036,12.95988113823258,27292493+,16.666666666666668+,4000.0+,6559.3564968872715+,
27240300,52.47391624195849,12.952963950922717,267584498+27240227+,10.0+16.666666666666668+,3000.0+4000.0+,241.03582303043376+469.60858242041513+,
27240896,52.434278597032396,12.930211275559996,27240300+,16.666666666666668+,4000.0+,4787.08954773952+,
27241008,52.41253865532286,12.902147533782596,267588467+,16.666666666666668+,4000.0+,217.22067320803157+,
27241133,52.55153341959143,12.969108372044108,267581830+,8.333333333333334+,2000.0+,1513.298630157454+,
27241137,52.55146512627254,12.969269052173702,27241166+,8.333333333333334+,2000.0+,228.30274170563274+,
27241166,52.55342521002987,12.968325096925627,267576541+27241374+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,210.52565835206408+297.3749976454883+,
272412213,52.49907049680246,13.302223503946692,26731298+272412215+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+30.0+,
272412215,52.49892381302152,13.302292693394037,26731296+272412213+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,107.50877053567868+30.0+,
272412216,52.4994377422231,13.304227877778013,26731295+272412217+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+30.0+,
272412217,52.49929865760273,13.30429336778582,26731294+272412216+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,88.78503366597793+30.0+,
27241374,52.55544059991999,12.965523458238088,267576999+,8.333333333333334+,2000.0+,526.2317149361743+,
27241380,52.55589624895387,12.965408679749817,247646626+27241779+,10.0+10.0+,3000.0+3000.0+,284.66907121817127+341.1788380270655+,
27241386,52.555317016433435,12.965151899129225,27241380+,10.0+,6000.0+,66.77102127712637+,
272414848,52.534255541553826,13.06548918133776,31252690+31252690+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,786.7364387279654+788.218730226235+,
27241505,52.556418309605895,12.962426635161298,267576999+,8.333333333333334+,1000.0+,292.56619800817896+,
27241779,52.55884420513562,12.966773974335108,27242777+,10.0+,3000.0+,390.088058217225+,
27241947,52.564977689695866,12.969631952969474,27241955+,16.666666666666668+,4000.0+,847.1633125800737+,
27241955,52.57239522919666,12.972386966612016,267573109+27241977+,10.0+16.666666666666668+,3000.0+4000.0+,374.9113527007742+575.0413686039891+,
27241977,52.577542940162445,12.973082178505859,27219550+,16.666666666666668+,4000.0+,4414.938245486135+,
272427526,52.48689599467205,13.33113494136914,26731232+272427530+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.5886776949745+31.034519555468755+,
272427530,52.48689319752166,13.330738987241714,26731218+,8.333333333333334+,2000.0+,97.93806924010536+,
27242777,52.56222491196729,12.968172972783155,27241947+,16.666666666666668+,4000.0+,321.92311029111784+,
27243037,52.477700778192784,12.958036031054371,24557198+267584014+,16.666666666666668+10.0+,4000.0+3000.0+,553.9334364453118+401.86937839771304+,
27243227,52.459323148543184,12.975603167051716,27243251+27243556+33040418+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,1077.4775842725978+4482.1505805348415+2989.2610121926914+,
27243251,52.467009630896236,12.96727876878219,27243227+27243292+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,1077.4775842725978+154.95808115376013+,
27243280,52.46985464081423,12.96232069410315,27243326+,8.333333333333334+,1000.0+,372.35635501729064+,
27243292,52.4675868791697,12.965203919484669,27243319+27243326+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,387.01502905614393+545.2489255251037+,
27243319,52.4700902130639,12.96246918111666,27243292+,8.333333333333334+,1000.0+,387.01502905614393+,
27243326,52.469848169397366,12.958150377143864,27243280+27272930+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,372.35635501729064+396.76915173931695+,
27243332,52.46975448097657,12.95801009171887,33040443+33040443+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,574.5193399499578+568.8570081322293+,
27243556,52.424068494391676,12.999570763285083,27243227+27243558+27243560+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+4000.0+2000.0+,4482.1505805348415+49.26080691696907+52.001519262108545+,
27243558,52.42363154462164,12.99948316565887,27243556+27243560+27243606+,8.333333333333334+8.333333333333334+8.333333333333334+,4000.0+2000.0+2000.0+,49.26080691696907+30.0+1578.7130147213034+,
27243560,52.42367554178888,12.99915710418917,27243556+27243558+32913580+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,52.001519262108545+30.0+1977.4858798604178+,
27243606,52.4170108619468,13.019821593635667,27243558+27243651+27244825+30137538+,8.333333333333334+8.333333333333334+8.333333333333334+3.0+,2000.0+2000.0+1000.0+600.0+,1578.7130147213034+721.0343706202557+3076.800087030143+1377.2848735606917+,
27243651,52.41371307627661,13.028939979675037,27243606+27243672+27271729+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+2000.0+,721.0343706202557+1835.176667383138+1406.0165594570587+,
27243672,52.40932860304096,13.054878499657093,27243651+27243673+27244825+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+2000.0+,1835.176667383138+113.01250294668988+3033.2288257140303+,
27243673,52.40833301833933,13.054550920005054,27243672+27243703+27271630+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+2000.0+,113.01250294668988+1127.9294720006728+649.8822637258709+,
27243703,52.405578748468635,13.067114517201507,27243673+27271458+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,1127.9294720006728+96.00223142544513+,
27243724,52.402628864422496,13.070039926635543,27243703+27271410+,8.333333333333334+8.333333333333334+,1000.0+4000.0+,402.0999064824243+30.0+,
27243726,52.40256866960322,13.070291896411726,27243724+27271452+,8.333333333333334+3.0+,2000.0+1200.0+,30.0+36.89690395435438+,
27243730,52.40807860718086,13.075798056090518,27243724+27243731+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,722.1112882102116+30.0+,
27243731,52.40799351600335,13.075926739696753,27127018+27243730+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,1077.364935362023+30.0+,
27244825,52.436162875137555,13.051660746240943,27243606+27243672+27244905+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+2000.0+,3076.800087030143+3033.2288257140303+1647.1301734571398+,
27244905,52.45026330844673,13.046312815148989,268132141+27244825+33040418+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,4753.721100560708+1647.1301734571398+2973.0458526312345+,
27245195,52.49528138763868,13.123306086955557,268132144+27239446+27324736+,8.333333333333334+8.333333333333334+3.0+,1000.0+1000.0+600.0+,3043.012278967583+3818.7229528545604+2292.16049623494+,
272474722,52.46518116023461,13.300152460720588,26848561+82654322+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,243.7843414031542+30.0+,
272477082,52.46845972870727,13.278209860863736,26739121+,8.333333333333334+,4000.0+,30.0+,
27251209,52.419771227275646,13.175263544804196,27135253+29865387+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,30.0+54.26790015180739+,
27252285,52.4337640832559,13.22980757033569,27252289+565557012+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+196.31049786622953+,
27252289,52.433714290322726,13.229589794701324,27252285+27252357+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+309.9325489332803+,
27252357,52.43093110581313,13.229710332554276,26602506+26602511+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+417.6516387627689+,
27252358,52.43099149739831,13.229950305801905,27252285+27252357+,8.333333333333334+8.333333333333334+,1000.0+4000.0+,309.1842933321944+30.0+,
27252359,52.43076062350676,13.229969999524103,27252358+29808712+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+416.8837767378719+,
27252603,52.43071463983975,13.25922640966919,144581468+26905937+27252619+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,314.411027726853+412.72580353980084+178.56988919912254+,
27252619,52.42915221368954,13.25980111614428,144581468+27252603+27452702+27452982+,8.333333333333334+8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+1000.0+,247.97892584709072+178.56988919912254+498.3519700765029+2331.7266978194393+,
27253363,52.45111214352872,13.286958847875004,26906162+27253366+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,1079.638493894837+30.0+,
27253366,52.450999655777935,13.287041736332716,26906176+27253368+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,663.004406062548+30.0+,
27253368,52.451061547448155,13.287243614002234,27253370+,8.333333333333334+,2000.0+,30.0+,
27253370,52.45117403518611,13.28716272531273,27253363+733557821+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+170.9721812606791+,
27253400,52.45399782721309,13.28515740633233,27253401+27253415+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+72.55100029747656+,
27253401,52.45391853744731,13.284966827054449,27253400+27253800+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+94.5110754111041+,
27253414,52.45471604738658,13.284880150833516,27253401+27253415+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,90.00351121566308+30.0+,
27253415,52.454644354180026,13.285090625205347,26848672+27253414+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,395.3332388384787+30.0+,
27253426,52.460084222698924,13.287172777555964,26848661+27253427+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,207.52369006835858+30.0+,
27253427,52.46006462347827,13.287398051107058,27253426+27253449+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+348.27643636672934+,
27253439,52.46319176676798,13.287615879714714,27253426+27253449+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,347.13852526380646+30.0+,
27253449,52.46317876638378,13.28790554591381,26848595+27253439+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,249.00604772619613+30.0+,
27253799,52.45307632598843,13.286080383496415,26190965+,8.333333333333334+,2000.0+,31.869843689430063+,
27253800,52.45319391523914,13.285673932626644,26190971+26190978+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,590.3258462311857+33.646693428780495+,
27259155,52.4949503694246,13.30151031568929,26646232+26682616+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,157.42852577442255+30.0+,
27259156,52.49591744876468,13.3031932371521,26646232+26682616+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+156.9568303441981+,
27259158,52.49602243455629,13.303548897708248,26740538+27259274+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+39.386492239681+,
27259274,52.4962864020913,13.303935157453143,27259276+27259280+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+308.0480139457938+,
27259276,52.49635599497327,13.303812372893255,26740538+27259274+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,39.84135431417846+30.0+,
27259280,52.49841854133034,13.306827058736799,26646242+27259281+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,32.3631288884849+30.0+,
27259281,52.4984876343991,13.306683976523043,27259276+,5.0+,447.5+,307.1156339039421+,
272645501,52.66013506476215,14.041856594105058,272648173+272649040+33712690+,3.0+8.333333333333334+8.333333333333334+,600.0+1000.0+1000.0+,1981.397969063621+3444.837056889861+4232.31759876777+,
272646773,52.620991546967225,14.069704033160109,272648173+33712658+33715620+,3.0+3.0+3.0+,600.0+600.0+600.0+,3791.9678743551344+3725.6817421069013+3189.408569960201+,
272648173,52.64981449951715,14.065301900174562,272645501+272646773+272649040+,3.0+3.0+3.0+,600.0+600.0+600.0+,1981.397969063621+3791.9678743551344+3446.81993267149+,
272649040,52.67757833862006,14.083909570522245,272645501+272648173+,8.333333333333334+3.0+,1000.0+600.0+,3444.837056889861+3446.81993267149+,
27271409,52.402375492852194,13.070095215774272,27243726+27271421+,3.0+8.333333333333334+,1200.0+2000.0+,30.0+30.0+,
27271410,52.40247778270918,13.069870343602974,27271409+27271472+,8.333333333333334+3.0+,2000.0+600.0+,30.0+519.3334211777354+,
27271421,52.40226630376352,13.070322487546473,27370775+,8.333333333333334+,2000.0+,681.7218465132391+,
27271424,52.402296195427624,13.071072201299005,27243726+27271452+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,61.229962358365576+70.4608149286397+,
27271425,52.401993525515955,13.071726220272064,27271424+,8.333333333333334+,2000.0+,55.82262489075498+,
27271452,52.40284763597056,13.070584867414775,27243731+,8.333333333333334+,2000.0+,678.314121180845+,
27271458,52.40490313102763,13.066237406820717,27271410+27271630+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,415.55024913967634+962.2886382503989+,
27271472,52.3985375572496,13.065810044136844,27271473+75670700+,3.0+3.0+,1200.0+600.0+,30.0+571.4614611634893+,
27271473,52.39841297044483,13.065956225024225,27271472+30566772+,3.0+3.0+,1200.0+600.0+,30.0+492.6393155633051+,
27271630,52.40260678140151,13.052682635199583,27243673+27271458+589267045+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+2000.0+,649.8822637258709+962.2886382503989+414.80137550231865+,
27271729,52.40447854445431,13.041214095618823,27243651+30137538+589267045+,8.333333333333334+3.0+8.333333333333334+,2000.0+600.0+2000.0+,1406.0165594570587+1987.8586798113408+534.2479456673126+,
27272930,52.47256748564143,12.954388561693632,267584498+27272931+,10.0+8.333333333333334+,3000.0+2000.0+,240.06004687726036+150.37918726645017+,
27272931,52.473495090979284,12.952786963880376,267584104+,8.333333333333334+,1000.0+,145.83009001681955+,
