id,Latitude,Longitude,ToNde,Velocity,Capacity,Distance
68730337,52.376331755774835,12.934064492675663,30137322+68730919+76478810+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+1000.0+,1643.7784885692972+86.15893074067893+1183.9816058951278+,
68730919,52.37688109926901,12.933178704937731,266748143+30818317+68730337+,3.0+8.333333333333334+8.333333333333334+,600.0+1000.0+2000.0+,6768.832711687349+2379.3723053618614+86.15893074067893+,
688988561,52.46766905425385,13.493030839454853,282027695+59380570+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,185.1198200883548+30.0+,
695597115,52.38019116242072,13.562726202496865,32143951+679651384+,16.666666666666668+16.666666666666668+,6000.0+6000.0+,1250.5407380474858+681.8189674690686+,
696464197,52.511694456612744,13.492323762283215,55208813+696475027+,8.333333333333334+8.333333333333334+,6000.0+6000.0+,30.0+76.45904457880455+,
696475027,52.51158736180363,13.493436031388539,29806194+52761980+,8.333333333333334+8.333333333333334+,3000.0+6000.0+,773.0629482408801+45.07486112150475+,
697323164,52.51809550505183,13.401064362072969,29194639+29207821+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,30.0+78.5269814142612+,
700777138,52.59343665732723,13.32131401599707,279861310+29552071+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+179.09439455597027+,
703118966,52.5193210050124,12.979946836873456,33037804+703118968+703118968+,3.0+3.0+3.0+,600.0+1200.0+1200.0+,793.0342480746964+36.67765236504418+42.619171545266624+,
703118968,52.5196188696448,12.980178115389785,27239668+703118966+703118966+,3.0+3.0+3.0+,600.0+1200.0+1200.0+,2215.7047082865097+36.67765236504418+42.619171545266624+,
705927015,52.62953946609864,13.736000607347556,263253773+29860060+40446850+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+2000.0+,3946.4971684703687+531.1029649967373+3940.445703384689+,
706465748,52.42592093726295,13.470951497298607,138496287+728692077+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,841.5042975545019+30.0+,
70814983,52.24718221874848,13.382701900982072,279271674+53326988+60125499+,3.0+8.333333333333334+8.333333333333334+,600.0+2000.0+1000.0+,5060.955369398023+30.0+2810.2614046629515+,
70880309,52.62749425485774,13.311335365299787,21537094+313159827+31962673+,8.333333333333334+8.333333333333334+3.0+,2000.0+2000.0+600.0+,587.257864065447+339.0042371940973+1806.102596572813+,
710870989,52.53923323498822,13.411964457052107,28794341+,5.0+,1532.6+,30.0+,
714277135,52.50979768075822,13.651951601793757,262089273+266842594+29621436+,8.333333333333334+3.0+8.333333333333334+,1000.0+600.0+1000.0+,2273.9638210729745+1591.681755287308+1199.1344665649815+,
715195277,52.56148321448238,13.208319684521959,33017706+715195279+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,662.5682747241806+30.0+,
715195278,52.56089854945614,13.21315881247185,253029510+33018539+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,50.75684057658511+396.83791896784373+,
715195279,52.56146651540266,13.208469966781964,33018536+715195277+715195278+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,30.0+30.0+324.7018829818784+,
716635536,52.50268897564073,13.350687744148225,101472351+716635544+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,174.10130340364717+30.0+,
716635544,52.502877153297334,13.35083922979803,26868548+716635536+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,52.23813144782284+30.0+,
723176262,52.595745088369455,13.291235050902333,248862910+723176268+,8.333333333333334+3.0+,2000.0+1200.0+,30.0+30.0+,
723176268,52.59567319398634,13.291630803672279,21540754+248862910+,3.0+3.0+,600.0+1200.0+,261.1187338559311+30.0+,
725278065,52.42271232219679,13.201553151393126,26602194+,8.333333333333334+,4000.0+,57.825759543334044+,
725279947,52.42016815107475,13.19542841652097,26914808+,10.0+,6000.0+,74.18709492227103+,
726485179,52.32314822512255,13.61506690281799,21432450+290791010+290791010+,3.0+3.0+3.0+,600.0+1200.0+1200.0+,1897.05087883128+53.722432197846885+30.0+,
726624833,52.60600662838959,13.399969191404555,30822924+726624835+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,394.96458956728316+30.0+,
726624835,52.606041823552445,13.400101676607889,30822908+726624833+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,1061.8780073221994+30.0+,
72709884,52.51632299959002,13.545302290761414,29809410+330839180+,8.333333333333334+3.0+,4000.0+1200.0+,30.0+30.0+,
727384649,52.45573939938391,13.383751108225598,26704779+727384652+727384654+,8.333333333333334+8.333333333333334+8.333333333333334+,4000.0+4000.0+2000.0+,30.0+30.0+43.140138692135366+,
727384652,52.45575049696581,13.383933287295935,27556658+,8.333333333333334+,2000.0+,999.4806134068808+,
727384654,52.455715406133,13.383117781233565,26704779+29683685+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,44.81384821850806+482.2106601649117+,
727406963,52.47636150871389,13.281667496302262,26739108+,8.333333333333334+,2000.0+,30.0+,
728692077,52.426006227058394,13.47103278931232,539771945+706465748+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,118.88474196301465+30.0+,
72981490,52.45871333256535,13.579546156642078,31492401+31492408+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,47.182066035967516+559.0893033341997+,
731825427,52.51939600956392,13.298862844286832,26784929+731825428+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,41.32540856937004+30.0+,
731825428,52.51956689033418,13.29883485048377,26784972+,8.333333333333334+,1000.0+,184.64211300086126+,
731828391,52.50661811091099,13.291091825370888,26868052+26868056+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,127.69043552023751+30.0+,
732725634,52.523202517729594,13.433797349865966,197351012+,8.333333333333334+,4000.0+,67.53931692888972+,
733557821,52.45264907173208,13.286516725571012,27253799+733557825+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,56.057687343274516+30.0+,
733557825,52.45259147956373,13.286316347802124,27253363+733557821+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,171.21019767163745+30.0+,
734142914,52.317653413825326,13.44431576337194,271871306+60599320+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,162.4647308434421+30.0+,
734842895,52.54829445678681,13.388175673772567,24985997+498815838+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,154.35269929653208+57.40172964989025+,
735132786,52.523586074373824,13.402167427636089,311264847+588181303+735132788+,3.0+3.0+3.0+,1200.0+1200.0+1200.0+,34.88441219334025+30.0+67.19361433039593+,
735132788,52.52404891790928,13.402780864326308,29192127+735132786+,3.0+3.0+,1200.0+1200.0+,63.43323392422071+67.19361433039593+,
735967920,52.52087620041618,13.415071883736195,735967926+,8.333333333333334+,4000.0+,30.0+,
735967926,52.520755414864595,13.41495689502671,262467649+262467975+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+321.12422889625554+,
73597242,52.63855766587504,13.521641796951512,29768648+,3.0+,600.0+,1124.2195326424053+,
736589409,52.596738534819174,13.360037473244075,30433674+30433744+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,66.68714992173777+848.1075248914725+,
736605738,52.631159946489475,13.310129369076718,21538125+313159791+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,1463.101374235981+30.382039510147475+,
736605739,52.63113414757619,13.310416235275664,313159791+736605738+829489276+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,30.573719188480368+30.0+3642.5405109297967+,
73669980,52.523302645295566,13.587355925216201,73725206+73750710+,3.0+8.333333333333334+,1200.0+1000.0+,30.0+701.755589640452+,
736827974,52.74485639994447,13.255034565874364,201813360+63034375+63042385+,3.0+8.333333333333334+8.333333333333334+,1200.0+2000.0+1000.0+,45.78153380973512+41.6709164473811+1390.7061199162233+,
73725201,52.517262022260915,13.588852650821645,52645626+73768179+,8.333333333333334+3.0+,2000.0+1200.0+,30.0+30.0+,
73725206,52.52337863760861,13.58720334419781,29884997+73669980+73729224+,3.0+3.0+8.333333333333334+,600.0+1200.0+1000.0+,1602.5752719492596+30.0+681.3478636351574+,
73725215,52.529360639200505,13.59024399082219,73725206+73750710+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,697.0951761950686+30.0+,
73729223,52.5174854958311,13.589020735030035,73669980+73729224+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,660.2260436852902+30.0+,
73729224,52.51738450878439,13.588781861079715,29881534+73725201+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,838.1933880999717+30.0+,
73750710,52.52932764204606,13.590389673356068,52645644+73725215+73750718+,8.333333333333334+8.333333333333334+3.0+,1000.0+2000.0+600.0+,417.70543862953804+30.0+729.6888719163595+,
73750718,52.52780994987379,13.600817037290174,59852491+73750710+73750725+,3.0+3.0+3.0+,600.0+600.0+600.0+,1127.267658464524+729.6888719163595+300.0305524584435+,
73750725,52.52749665869946,13.605142429828197,251564731+59852734+73750718+,3.0+3.0+3.0+,600.0+600.0+600.0+,1163.1357734527073+361.5104355572713+300.0305524584435+,
73768179,52.517146734008115,13.589070523608335,52645626+73770814+,3.0+3.0+,1200.0+600.0+,30.0+389.2109212474159+,
73770814,52.513903991309625,13.590861661685139,262087450+59852491+73768179+,3.0+3.0+3.0+,600.0+600.0+600.0+,124.93370858182845+671.0414102093769+389.2109212474159+,
73777924,52.547270090604435,13.59253572319416,502089541+73778240+,3.0+3.0+,600.0+600.0+,276.41003221742307+114.09155709985691+,
73778240,52.548245976565056,13.59305067965125,29918190+66396790+,8.333333333333334+3.0+,1000.0+1200.0+,727.8770870700089+30.0+,
73783675,52.54625752235097,13.605983844250611,29918194+29918523+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,977.8604950680191+164.50042456265203+,
73801994,52.50694676440452,13.561431161841403,286300588+29881316+29884984+,3.0+3.0+8.333333333333334+,1200.0+600.0+2000.0+,30.0+762.3582192555779+312.66042720005544+,
739554671,52.549964619572926,13.458904089001011,29420755+29779119+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+30.0+,
739574346,52.55183676700361,13.465245584260789,739554671+,8.333333333333334+,2000.0+,481.14556639466105+,
739806073,52.517533044612264,13.436510338741403,29271377+,8.333333333333334+,2007.6+,247.91224158874783+,
741519038,52.372666494152824,13.550459598096385,567609114+,3.0+,600.0+,398.9790919176389+,
74423042,52.57672548572634,13.347738357850071,530311+,8.333333333333334+,1373.1+,271.72762986459236+,
745929630,52.15853374887717,13.648768424386251,745929631+94712041+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+30.0+,
745929631,52.158583841321786,13.649070790313212,745929630+94714667+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+1468.4529205820936+,
746308647,52.56362729575844,13.328555860258817,21509248+746308701+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,51.96302002095289+30.0+,
746308701,52.563550105321625,13.328431273396813,530351+746308647+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,182.50765841551004+30.0+,
746506872,52.59569048658301,13.339252070556013,290795388+,8.333333333333334+,1000.0+,257.0331638728805+,
746506875,52.59569048383936,13.339681120699668,30433744+30435422+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,536.3993572450645+30.0+,
746506876,52.5958467685256,13.339301067557887,30820549+746506872+,3.0+3.0+,600.0+1200.0+,510.10464273772135+30.0+,
746509086,52.59496300843961,13.333115771043515,29047891+746509087+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,36.25232891820931+30.0+,
746509087,52.59494491156047,13.332949190087653,29047885+746509086+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,131.98094436393887+30.0+,
746509088,52.59560563760935,13.332782520858544,29047881+746509089+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,30.0+30.0+,
746509089,52.59562353454378,13.3329440024033,21537083+746509088+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,220.72806410116016+30.0+,
746514729,52.59330197184514,13.321434799635261,30436159+,8.333333333333334+,1000.0+,381.71761400562303+,
746514730,52.59341145865728,13.321552887806366,700777138+746514729+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+30.0+,
746585461,52.60086112491447,13.30408704621978,30437208+675503714+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,1255.7016613614996+295.97378690909903+,
746761244,52.54750978557435,13.413445326171614,27484569+27484581+29150073+,3.0+3.0+8.333333333333334+,600.0+1200.0+2000.0+,352.0846378418987+30.0+327.6556045389517+,
747990890,52.572843023480395,13.223903773478053,247382580+,3.0+,600.0+,773.9195382709574+,
74947181,52.43714469246618,13.562046527043831,294153466+593920221+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+164.59641483825118+,
75113204,52.45140833061159,13.600884760917735,297480793+31491364+75143036+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+1000.0+,366.34065197530447+104.66999340471027+1734.5703983694639+,
75118507,52.48545321370305,13.322519015810169,26682582+28236114+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,94.15283504554887+30.0+,
75138126,52.45281091890193,13.59317647801599,31492513+86030007+,8.333333333333334+6.0+,2000.0+4000.0+,149.09430109423295+30.0+,
75143036,52.44670902111165,13.624136986938863,75113204+75146108+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,1734.5703983694639+30.0+,
75143074,52.44925718891241,13.66357555559462,31491246+75146108+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,1690.4651586805821+2749.4859695532728+,
75145660,52.451064123251996,13.624605504541892,31491361+75143036+,3.0+3.0+,600.0+600.0+,646.0430489933559+485.74281384832517+,
75146108,52.44670552076408,13.624257872863847,75143036+75143074+75145660+,8.333333333333334+8.333333333333334+3.0+,2000.0+1000.0+600.0+,30.0+2749.4859695532728+485.94269109176645+,
751736664,52.59478259812321,13.4322661457549,30558123+751736687+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,94.64325895308964+30.0+,
751736687,52.59474950029174,13.432517515976317,30558114+751736664+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,105.74742351733781+30.0+,
751755096,52.53465188898047,13.328158807289075,26881973+26882245+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+202.62890383162085+,
752740733,52.514168252886876,13.322332231024953,654381390+,5.0+,529.2+,111.65696484113163+,
753028445,52.475609788190376,13.439569373409716,31032775+604944182+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,686.5965271666629+190.22643008863002+,
75441542,52.35866758727302,13.26568872172445,64979258+75441664+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,322.9932662659287+194.99156966376023+,
75441602,52.357550356394256,13.274690161119379,75441605+75441756+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,265.1372813167125+463.65925338936734+,
75441605,52.358495071926804,13.27112309002218,53433435+,8.333333333333334+,2000.0+,2735.615596964144+,
75441624,52.35740940774643,13.26919599435396,64979258+75441664+75441701+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+1000.0+,30.0+318.214156126749+226.74386452250795+,
75441664,52.35848029025861,13.26853418929772,30063393+,8.333333333333334+,2000.0+,1688.5265826624523+,
75441701,52.359433075455826,13.26954228901201,75441605+75441624+75441756+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+2000.0+,266.03738896472885+226.74386452250795+33.75587272426483+,
75441756,52.35973634104383,13.269532195383702,64979199+75441701+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,2030.429423938614+33.75587272426483+,
75452792,52.21321980276866,13.146151328359222,259678009+259678238+60253213+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+2000.0+,2948.626300617999+4033.2718039092733+6969.563750165799+,
75670700,52.39730805025931,13.057729957591445,30566697+75672445+,3.0+3.0+,600.0+1200.0+,324.59156518989073+30.17871445499726+,
75672445,52.39703708117186,13.057712054886085,27271473+75670700+,3.0+3.0+,600.0+1200.0+,586.9333523309534+30.17871445499726+,
75696580,52.51407194197445,13.611910920907924,21509209+59851839+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+30.0+,
75703395,52.52920213643242,13.625945242515458,29918541+29918559+84716701+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+1000.0+,30.0+127.03991871588016+1573.5802999281339+,
759476562,52.31386558400005,13.050351242650361,759476589+767618100+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,252.2473277313493+30.0+,
759476589,52.31309674848438,13.053828227361695,759476562+759476608+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,252.2473277313493+35.14695129028281+,
759476608,52.313035852087445,13.054331868093788,759476589+759476627+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,35.08542997978222+514.3499383268927+,
759476627,52.312858722988196,13.061803001642541,759476608+759476654+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,514.3499383268927+34.692936936270904+,
